test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
YNL034W	YNL034W	YNL034W	chrXIV:570478-572317	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL035C	YNL035C	YNL035C	chrXIV:568523-569693	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL036W	YNL036W	NCE103	chrXIV:559815-560481	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL037C	YNL037C	IDH1	chrXIV:557921-559004	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL038W	YNL038W	GPI15	chrXIV:557021-557785	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL039W	YNL039W	BDP1	chrXIV:555049-556834	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL040W	YNL040W	YNL040W	chrXIV:553381-554752	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL041C	YNL041C	COG6	chrXIV:549469-551989	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL042W	YNL042W	BOP3	chrXIV:548101-549292	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL042W-B	YNL042W-B	YNL042W-B	chrXIV:547095-547372	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL043C	YNL043C	YNL043C	chrXIV:545269-545911	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL044W	YNL044W	YIP3	chrXIV:545269-545911	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL045W	YNL045W	LAP2	chrXIV:542964-544980	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL046W	YNL046W	YNL046W	chrXIV:542305-542824	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL047C	YNL047C	SLM2	chrXIV:539912-541883	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL048W	YNL048W	ALG11	chrXIV:538174-539821	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL049C	YNL049C	SFB2	chrXIV:535282-537913	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL050C	YNL050C	YNL050C	chrXIV:534080-534984	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL051W	YNL051W	COG5	chrXIV:532660-533872	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL052W	YNL052W	COX5A	chrXIV:531726-532188	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL053W	YNL053W	MSG5	chrXIV:529943-531413	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL054W	YNL054W	VAC7	chrXIV:526087-529585	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL054W-A	YNL054W-A	YNL054W-A	chrXIV:519457-524708	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YNL054W-B	YNL054W-B	YNL054W-B	chrXIV:519457-524708	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL055C	YNL055C	POR1	chrXIV:517995-518847	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL056W	YNL056W	OCA2	chrXIV:517250-517844	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL057W	YNL057W	YNL057W	chrXIV:515764-516737	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL058C	YNL058C	YNL058C	chrXIV:515764-516737	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL059C	YNL059C	ARP5	chrXIV:512669-514937	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL061W	YNL061W	NOP2	chrXIV:510541-512398	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL062C	YNL062C	GCD10	chrXIV:508777-510214	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL063W	YNL063W	MTQ1	chrXIV:507759-508704	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL064C	YNL064C	YDJ1	chrXIV:505869-507099	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL065W	YNL065W	AQR1	chrXIV:503725-505486	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL066W	YNL066W	SUN4	chrXIV:501516-502779	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL067W	YNL067W	RPL9B	chrXIV:499682-500258	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL067W-A	YNL067W-A	YNL067W-A	chrXIV:498539-498686	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL067W-B	YNL067W-B	YNL067W-B	chrXIV:499418-499559	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL068C	YNL068C	FKH2	chrXIV:495702-498291	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL069C	YNL069C	RPL16B	chrXIV:493957-495003	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL070W	YNL070W	TOM7	chrXIV:493367-493550	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL071W	YNL071W	LAT1	chrXIV:491524-492973	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL072W	YNL072W	RNH201	chrXIV:490318-491242	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL073W	YNL073W	MSK1	chrXIV:488387-490118	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL074C	YNL074C	MLF3	chrXIV:486767-488126	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL075W	YNL075W	IMP4	chrXIV:485608-486481	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL076W	YNL076W	MKS1	chrXIV:483557-485312	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL077W	YNL077W	APJ1	chrXIV:481392-482979	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL078W	YNL078W	NIS1	chrXIV:479769-480993	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL079C	YNL079C	TPM1	chrXIV:478567-479167	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL080C	YNL080C	EOS1	chrXIV:476933-478034	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL081C	YNL081C	SWS2	chrXIV:476189-476621	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL082W	YNL082W	PMS1	chrXIV:473392-476014	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL083W	YNL083W	SAL1	chrXIV:471378-472863	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL084C	YNL084C	END3	chrXIV:470054-471104	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL085W	YNL085W	MKT1	chrXIV:467132-469625	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL086W	YNL086W	YNL086W	chrXIV:466335-466644	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL087W	YNL087W	TCB2	chrXIV:462412-465949	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL088W	YNL088W	TOP2	chrXIV:457705-461992	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL089C	YNL089C	YNL089C	chrXIV:456566-457171	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL090W	YNL090W	RHO2	chrXIV:456566-457171	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL091W	YNL091W	NST1	chrXIV:452409-456132	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL092W	YNL092W	YNL092W	chrXIV:450872-452075	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL093W	YNL093W	YPT53	chrXIV:449869-450532	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL094W	YNL094W	APP1	chrXIV:447612-449376	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL095C	YNL095C	YNL095C	chrXIV:444913-446842	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL096C	YNL096C	RPS7B	chrXIV:443399-444317	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL097C	YNL097C	PHO23	chrXIV:441367-442360	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL097C-B	YNL097C-B	YNL097C-B	chrXIV:440798-440921	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL097W-A	YNL097W-A	YNL097W-A	chrXIV:441367-442360	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL098C	YNL098C	RAS2	chrXIV:439603-440572	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL099C	YNL099C	OCA1	chrXIV:438568-439285	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL100W	YNL100W	AIM37	chrXIV:437614-438319	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL101W	YNL101W	AVT4	chrXIV:435000-437142	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL102W	YNL102W	POL1	chrXIV:430088-434495	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL103W	YNL103W	MET4	chrXIV:427736-429755	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL103W-A	YNL103W-A	YNL103W-A	chrXIV:424896-426810	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL104C	YNL104C	LEU4	chrXIV:424896-426810	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL105W	YNL105W	RRT16	chrXIV:420945-424585	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL106C	YNL106C	INP52	chrXIV:420945-424585	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL107W	YNL107W	YAF9	chrXIV:420099-420780	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL108C	YNL108C	YNL108C	chrXIV:418965-419828	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL109W	YNL109W	YNL109W	chrXIV:418965-419828	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL110C	YNL110C	NOP15	chrXIV:417827-418490	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL111C	YNL111C	CYB5	chrXIV:416941-417304	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL112W	YNL112W	DBP2	chrXIV:413640-416283	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL113W	YNL113W	RPC19	chrXIV:412685-413201	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL114C	YNL114C	YNL114C	chrXIV:412685-413201	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL115C	YNL115C	YNL115C	chrXIV:410120-412055	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL116W	YNL116W	DMA2	chrXIV:408342-409911	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL117W	YNL117W	MLS1	chrXIV:406359-408024	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL118C	YNL118C	DCP2	chrXIV:402653-405566	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL119W	YNL119W	NCS2	chrXIV:401034-402523	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL120C	YNL120C	YNL120C	chrXIV:401034-402523	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL121C	YNL121C	TOM70	chrXIV:398685-400539	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL122C	YNL122C	YNL122C	chrXIV:398024-398372	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL123W	YNL123W	NMA111	chrXIV:394686-397680	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL124W	YNL124W	NAF1	chrXIV:392893-394372	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL125C	YNL125C	ESBP6	chrXIV:390147-392169	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL126W	YNL126W	SPC98	chrXIV:387228-389769	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL127W	YNL127W	FAR11	chrXIV:383988-386850	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL128W	YNL128W	TEP1	chrXIV:382360-383665	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL129W	YNL129W	NRK1	chrXIV:381481-382204	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL130C	YNL130C	CPT1	chrXIV:379559-380833	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL130C-A	YNL130C-A	DGR1	chrXIV:381246-381393	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL131W	YNL131W	TOM22	chrXIV:378768-379227	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL132W	YNL132W	KRE33	chrXIV:375322-378493	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL133C	YNL133C	FYV6	chrXIV:374172-374694	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL134C	YNL134C	YNL134C	chrXIV:372452-373583	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL135C	YNL135C	FPR1	chrXIV:371883-372228	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL136W	YNL136W	EAF7	chrXIV:370369-371647	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL137C	YNL137C	NAM9	chrXIV:368596-370057	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL138W	YNL138W	SRV2	chrXIV:366742-368323	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL138W-A	YNL138W-A	YSF3	chrXIV:366034-366414	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL139C	YNL139C	THO2	chrXIV:360918-365719	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL140C	YNL140C	YNL140C	chrXIV:360918-365719	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL141W	YNL141W	AAH1	chrXIV:359597-360641	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL142W	YNL142W	MEP2	chrXIV:357454-358954	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL143C	YNL143C	YNL143C	chrXIV:356795-357188	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL144C	YNL144C	YNL144C	chrXIV:352821-355044	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL144W-A	YNL144W-A	YNL144W-A	chrXIV:352821-355044	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL145W	YNL145W	MFA2	chrXIV:352415-352532	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL146C-A	YNL146C-A	YNL146C-A	chrXIV:351387-351582	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL146W	YNL146W	YNL146W	chrXIV:351716-352019	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL147W	YNL147W	LSM7	chrXIV:350941-351385	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL148C	YNL148C	ALF1	chrXIV:349908-350673	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL149C	YNL149C	PGA2	chrXIV:349252-349758	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL150W	YNL150W	YNL150W	chrXIV:349252-349758	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL151C	YNL151C	RPC31	chrXIV:347767-348523	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL152W	YNL152W	INN1	chrXIV:346314-347544	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL153C	YNL153C	GIM3	chrXIV:345670-346060	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL154C	YNL154C	YCK2	chrXIV:343637-345278	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL155W	YNL155W	YNL155W	chrXIV:342517-343342	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL156C	YNL156C	NSG2	chrXIV:341070-341970	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL157W	YNL157W	IGO1	chrXIV:340353-340860	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL158W	YNL158W	PGA1	chrXIV:339613-340210	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL159C	YNL159C	ASI2	chrXIV:338479-339349	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL160W	YNL160W	YGP1	chrXIV:336546-337611	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL161W	YNL161W	CBK1	chrXIV:332598-334869	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL162W	YNL162W	RPL42A	chrXIV:331323-332156	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL162W-A	YNL162W-A	YNL162W-A	chrXIV:330330-330549	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL163C	YNL163C	RIA1	chrXIV:326742-330075	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL164C	YNL164C	IBD2	chrXIV:325266-326322	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL165W	YNL165W	YNL165W	chrXIV:323833-325054	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL166C	YNL166C	BNI5	chrXIV:322220-323567	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL167C	YNL167C	SKO1	chrXIV:319417-321361	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL168C	YNL168C	FMP41	chrXIV:318031-318811	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL169C	YNL169C	PSD1	chrXIV:310637-317673	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL170W	YNL170W	YNL170W	chrXIV:310637-317673	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL171C	YNL171C	YNL171C	chrXIV:310637-317673	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL172W	YNL172W	APC1	chrXIV:310637-317673	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL173C	YNL173C	MDG1	chrXIV:308958-310059	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL174W	YNL174W	YNL174W	chrXIV:307402-308648	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL175C	YNL175C	NOP13	chrXIV:307402-308648	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL176C	YNL176C	YNL176C	chrXIV:305071-306982	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL177C	YNL177C	MRPL22	chrXIV:303687-304617	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL178W	YNL178W	RPS3	chrXIV:302681-303404	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL179C	YNL179C	YNL179C	chrXIV:300667-301105	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL180C	YNL180C	RHO5	chrXIV:299655-300651	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL181W	YNL181W	YNL181W	chrXIV:298336-299560	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL182C	YNL182C	IPI3	chrXIV:295961-297629	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL183C	YNL183C	NPR1	chrXIV:293138-295511	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL184C	YNL184C	YNL184C	chrXIV:292194-292885	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL185C	YNL185C	MRPL19	chrXIV:292194-292885	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL186W	YNL186W	UBP10	chrXIV:289499-291878	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL187W	YNL187W	SWT21	chrXIV:287995-289069	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL188W	YNL188W	KAR1	chrXIV:286308-287610	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL189W	YNL189W	SRP1	chrXIV:284260-285889	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL190W	YNL190W	YNL190W	chrXIV:282395-283010	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL191W	YNL191W	DUG3	chrXIV:280432-281506	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL192W	YNL192W	CHS1	chrXIV:276502-279898	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL193W	YNL193W	YNL193W	chrXIV:274368-276045	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL194C	YNL194C	YNL194C	chrXIV:272710-273616	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL195C	YNL195C	YNL195C	chrXIV:271523-272309	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL196C	YNL196C	SLZ1	chrXIV:270275-271172	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL197C	YNL197C	WHI3	chrXIV:267608-269594	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL198C	YNL198C	YNL198C	chrXIV:264926-266817	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL199C	YNL199C	GCR2	chrXIV:264926-266817	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL200C	YNL200C	YNL200C	chrXIV:263713-264454	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL201C	YNL201C	PSY2	chrXIV:260627-263204	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL202W	YNL202W	SPS19	chrXIV:259439-260457	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL203C	YNL203C	YNL203C	chrXIV:259439-260457	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL204C	YNL204C	SPS18	chrXIV:256788-259278	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL205C	YNL205C	YNL205C	chrXIV:256788-259278	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL206C	YNL206C	RTT106	chrXIV:256788-259278	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL207W	YNL207W	RIO2	chrXIV:255353-256631	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL208W	YNL208W	YNL208W	chrXIV:254418-255018	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL209W	YNL209W	SSB2	chrXIV:252059-253901	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL210W	YNL210W	MER1	chrXIV:250931-251744	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL211C	YNL211C	YNL211C	chrXIV:250055-250316	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL212W	YNL212W	VID27	chrXIV:247461-249810	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL213C	YNL213C	RRG9	chrXIV:246460-247105	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL214W	YNL214W	PEX17	chrXIV:245617-246217	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL215W	YNL215W	IES2	chrXIV:244468-245431	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL216W	YNL216W	RAP1	chrXIV:241689-244173	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL217W	YNL217W	YNL217W	chrXIV:240331-241312	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL218W	YNL218W	MGS1	chrXIV:238238-240002	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL219C	YNL219C	ALG9	chrXIV:235996-237664	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL220W	YNL220W	ADE12	chrXIV:234413-235715	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL221C	YNL221C	POP1	chrXIV:231068-233696	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL222W	YNL222W	SSU72	chrXIV:229094-229715	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL223W	YNL223W	ATG4	chrXIV:227370-228855	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL224C	YNL224C	SQS1	chrXIV:224796-227100	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL225C	YNL225C	CNM67	chrXIV:222724-224470	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL226W	YNL226W	YNL226W	chrXIV:220645-222650	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL227C	YNL227C	JJJ1	chrXIV:220645-222650	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL228W	YNL228W	YNL228W	chrXIV:220645-222650	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL229C	YNL229C	URE2	chrXIV:219137-220202	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL230C	YNL230C	ELA1	chrXIV:217523-218663	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL231C	YNL231C	PDR16	chrXIV:215987-217043	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL232W	YNL232W	CSL4	chrXIV:214923-215802	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL233W	YNL233W	BNI4	chrXIV:211922-214601	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL234W	YNL234W	YNL234W	chrXIV:210233-211514	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL235C	YNL235C	YNL235C	chrXIV:206930-209980	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL236W	YNL236W	SIN4	chrXIV:206930-209980	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL237W	YNL237W	YTP1	chrXIV:205188-206568	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL238W	YNL238W	KEX2	chrXIV:202428-204873	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL239W	YNL239W	LAP3	chrXIV:200569-201934	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL240C	YNL240C	NAR1	chrXIV:198502-199978	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL241C	YNL241C	ZWF1	chrXIV:196426-197944	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL242W	YNL242W	ATG2	chrXIV:191324-196103	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL243W	YNL243W	SLA2	chrXIV:188051-190958	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL244C	YNL244C	SUI1	chrXIV:187170-187497	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL245C	YNL245C	CWC25	chrXIV:185460-186886	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL246W	YNL246W	VPS75	chrXIV:185460-186886	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL247W	YNL247W	YNL247W	chrXIV:182875-185179	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL248C	YNL248C	RPA49	chrXIV:181361-182609	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL249C	YNL249C	MPA43	chrXIV:179394-181023	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL250W	YNL250W	RAD50	chrXIV:175410-179349	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL251C	YNL251C	NRD1	chrXIV:172588-174316	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL252C	YNL252C	MRPL17	chrXIV:171441-172287	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL253W	YNL253W	TEX1	chrXIV:170018-171287	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL254C	YNL254C	RTC4	chrXIV:168043-169249	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL255C	YNL255C	GIS2	chrXIV:167329-167791	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL256W	YNL256W	FOL1	chrXIV:164623-167098	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL257C	YNL257C	SIP3	chrXIV:160631-164321	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL258C	YNL258C	DSL1	chrXIV:158109-160374	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL259C	YNL259C	ATX1	chrXIV:157644-157866	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL260C	YNL260C	YNL260C	chrXIV:156859-157456	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL261W	YNL261W	ORC5	chrXIV:155100-156540	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL262W	YNL262W	POL2	chrXIV:148212-154881	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YNL263C	YNL263C	YIF1	chrXIV:146896-147841	Batch	Chem	NOTEST	0	0	0	0	1	1	no
